id,name,hrID
8447880,Doug Mohns,mohnsdo01
8447869,William Hobbins
8447859,Hib Milks,milkshi01
8447850,Nick Metz,metzni01
8447887,Amby Moran,moranam01
8447871,Jack Miller,milleja01
8447872,Tom Miller,milleto01
8447881,Lloyd Mohns,mohnsll01
8447877,Red Mitchell,mitchre01
8447886,Dickie Moore,mooredi01
8447265,Gord Labossiere,labosgo01
8447858,Jim Mikol,mikolji01
8447875,Bill Mitchell,mitchbi01
8447876,Herb Mitchell,mitchhe01
8447878,Bill Moe,moebi01
8447879,Ron Moffat,moffaro01
8447885,Hank Monteith,monteha01
8447870,Earl Miller,milleea01
8447899,Gus Mortson,mortsgu01
8447895,Jim Morrison,morriji01
8447883,Garry Monahan,monahga01
8447893,Moe Morris,morrimo01
8447894,Don Morrison,morrido01
8447888,Howie Morenz,morenho01
8447884,Armand Mondou,mondoar01
8447892,Ken Hodge,hodgeke01
8447882,Larry Molyneaux,molynla01
8447889,Pete Morin,morinpe01
8447896,John Morrison,morrijo01
8447917,Mike Hoffman,hoffmmi01
8447918,Robert Hoffmeyer
8447901,Ken Mosdell,mosdeke01
8447890,Bernie Morris,morribe01
8447897,Lew Morrison,morrile01
8447903,Morris Mott,mottmo01
8447904,Alex Motter,motteal01
8447905,Jim Moxey,moxeyji01
8447919,Jim Hofford,hoffoji01
8447898,Rod Morrison,morriro01
8447060,Bjorn Johansson
8447828,Jack McVicar,mcvicja01
8447058,Rosario Joanette,joanero01
8447891,Ken Hodge Jr.
8447054,Ed Jeremiah,jeremed01
8447042,Dave Gardner,gardnda01
8447047,Paul Gardner,gardnpa01
8447057,Jaroslav Jirik,jirikja01
8447050,James Jarvis,jarvija01
8447051,Larry Jeffrey,jeffrla01
8447056,Joe Jerwa,jerwajo01
8447044,Lou Jankowski,jankolo01
8447053,Bill Jennings,jennibi01
8447066,John Garrett,garrejo01
8447067,Mike Gartner,gartnmi01
8447004,Garry Galley,gallega01
8447071,Johan Garpenlov
8447062,Danny Gare,gareda01
8447076,Steve Gatzos,gatzost01
8447063,Rob Garner,garnero01
8447074,Jean-Marc Gaulin,gaulije01
8447249,Eddie Kullman,kullmed01
8447041,Gerry James,jamesge01
8447079,Luc Gauthier,gauthlu01
8447072,Dallas Gaume,gaumeda01
8447078,Stew Gavin,gavinst01
8447043,Jimmy Jamieson
8447070,Ronald Garwasiuk
8447824,Pat McReavy,mcreapa01
8447818,Stu McNeill,mcneist01
8447816,George McNaughton,mcnauge01
8447814,Sid McNabney,mcnabsi01
8447822,Randy Hillier,hillira01
8447821,Brian Hill,hillbr01
8447827,Charley McVeigh,mcveich01
8447815,Howard McNamara,mcnamho01
8447287,Hec Lalande,lalanhe01
8447283,Leo Lafrance,lafrale01
8447285,Jean-Guy Lagace,lagacje01
8447286,Serge Lajeunesse,lajeuse01
8447274,Claude Laforge,laforcl01
8447817,Billy McNeill,mcneibi01
8447825,Bryan McSheffrey,mcshebr01
8447250,Alan Kuntz,kuntzal01
8447247,Alexander Godynyuk,godynal01
8447270,Guy Labrie,labrigu01
8447324,Ted Lanyon,lanyote01
8447309,Leo Lamoureux,lamoule01
8447326,Edgar Laprade,lapraed01
8447271,Elmer Lach,lachel01
8447320,Pete Langelle,langepe01
8447248,Arnie Kullman,kullmar01
8447323,Charlie Langlois,langlch01
8447325,Jacques Laperriere
8447273,Ernie Laforce,laforer01
8447357,Dan Gratton,grattda01
8447272,Roland Lafleur,laflero01
8447321,Alain Langlais,langlal02
8447319,Steve Langdon,langdst01
8447354,Doug Grant,grantdo01
8447345,Dirk Graham,grahadi01
8447317,Jack Lancien,lancija01
8447306,Joe Lamb,lambjo01
8447322,Al Langlois
8447338,Mike Laughton,laughmi01
8447275,Pete Laframboise,lafrape01
8447327,Benjamin LaPrairie,laprabe01
8447329,Bonner Larose,larosbo01
8447310,Michel Goulet,goulemi01
8447314,Mike Lampman,lampmmi01
8447308,Jean-Paul Lamirande,lamirje01
8447267,Max Labovitch,labovma01
8447318,Myles Lane,lanemy01
8447305,Bobby Gould,gouldbo01
8447352,Danny Grant,grantda01
8447344,Ron Grahame,graharo02
8447300,John Gould,gouldjo01
8447313,Christopher Govedaris
8447332,Phil Latreille,latreph01
8447353,Fern LeBlanc,leblafe01
8447335,Thomas Gradin,gradith01
8447358,Al LeBrun,lebrual01
8447302,Tom Gorence,gorento01
8447337,Martin Lauder,laudema01
8447390,Steve Guenette,guenest01
8447292,Guy Gosselin,gossegu01
8447301,Benoit Gosselin,gossebe01
8447296,Butch Goring,gorinbu01
8447304,Steve Gotaas,gotaast01
8447303,Mario Gosselin,gossema01
8447331,Norm Larson,larsono01
8447383,Mark Greig,greigma01
8447330,Claude Larose,laroscl01
8447409,Ron Greschner,grescro01
8447291,Scott Gordon,gordosc01
8447388,Stephane Guerard
8447235,Joe Krol,kroljo01
8447252,Orland Kurtenbach,kurteor01
8447240,Dave Kryskow,kryskda01
8447293,Larry Goodenough,goodela01
8447295,Dave Gorman,gormada01
8447290,Glenn Goldup,goldugl01
8447328,Wildor Larochelle,larocwi01
8447359,Bill Lecaine,lecaibi01
8447241,Ed Kryzanowski,kryzaed01
8447351,Larry Leach,leachla01
8447243,Aggie Kukulowicz,kukulag01
8447289,Newsy Lalonde,lalonne01
8447971,Hap Myers,myersha01
8447395,Michael Greeder
8447384,Mike Greenlay,greenmi01
8447389,Roydon Gunn
8447237,Ernie Godden,goddeer01
8447339,Brian Lavender,lavenbr01
8447398,Randy Gregg,greggra01
8447242,Gord Kuhn,kuhngo01
8447386,Stu Grimson,grimsst01
8447238,Kevin Krook,krookke01
8447393,Wayne Groulx,groulwa01
8447962,Dean Hopkins,hopkide01
8447963,Tony Horacek,horacto01
8447239,Jim Krulicki,kruliji01
8447981,Doug Houda,houdado01
8447989,Phil Housley,houslph01
8447968,Ken Murray,murrake01
8447990,Ken Houston,houstke01
8447391,Jeff Greenlaw,greenje01
8447995,Garry Howatt,howatga01
8447987,Denis Houle
8447996,Jim Neilson,neilsji01
8447988,Rejean Houle
8447985,Mike Hough,houghmi01
8447993,Viktor Nechayev,nechavi01
8447984,Greg Hotham,hothagr01
8447255,Bill Kyle,kylebi01
8447178,Kerry Ketter,ketteke01
8447911,Rick Hodgson,hodgsri01
8447906,Wayne Muloin,muloiwa01
8447914,Brian Murphy,murphbr01
8447908,Dunc Munro,munrodu01
8447912,Gerry Munro,munroge01
8447253,Merv Kuryluk,kurylme01
8447254,Larry Kwong,kwongla01
8447180,Randy Gilhen,gilhera01
8447181,Hec Kilrea,kilrehe01
8447182,Ken Kilrea,kilreke01
8447972,Vic Myles,mylesvi01
8447348,Jack Laviolette,lavioja01
8447349,Hal Laycoe,laycoha01
8447364,Adam Graves,gravead01
8447365,Hilliard Graves,gravehi01
8447973,Jim Nahrgang,nahrgji01
8447366,Steve Graves,gravest01
8447420,Jocelyn Guevremont,guevrjo01
8447379,Bob Lemieux,lemiebo01
8447371,Albert Leduc,leducal01
8447381,Jacques Lemieux,lemieja01
8447453,Real Lemieux,lemiere01
8447402,Rick Green,greenri01
8447373,Bryan Lefley,leflebr01
8447406,Ted Green,greente01
8447449,Jeff Hackett,hackeje01
8447378,Bobby Leiter,leitebo01
8447400,Wayne Gretzky,gretzwa01
8447492,Jim Hamilton,hamilji01
8447436,Jari Gronstrand
8447433,Kenneth Gruhl
8447464,Rich Lemieux,lemieri01
8447489,Ken Hammond,hammoke01
8447495,Gregory Hampson
8447488,Al Hamilton,hamilal01
8447485,Gilles Hamel,hamelgi01
8447486,Tony Licari,licarto01
8447484,Herbie Lewis,lewishe01
8447487,Bob Liddington,liddibo01
8447537,Parker MacDonald,macdopa01
8447540,Bruce MacGregor,macgrbr01
8447542,Blair MacKasey,mackabl01
8447533,Steve Lyon,lyonst01
8447541,Ian Mackintosh
8447526,Pentti Lund,lundpe01
8447544,Calum MacKay,mackaca01
8447538,Kim MacDougall,macdoki02
8447531,Jack Lynch,lynchja01
8447528,Joe Lundrigan,lundrjo01
8447407,Bruce Greig,greigbr01
8447536,Lowell MacDonald,macdolo01
8447532,Vic Lynn,lynnvi01
8447569,Mark Hardy,hardyma01
8447543,Dave MacKay,mackada01
8447545,Mickey MacKay,mackami01
8447535,Kilby MacDonald,macdoki01
8447539,Hub Macey,maceyhu01
8447568,Terry Harper,harpete01
8447534,Ron Lyons,lyonsro01
8447552,David Hanson
8447529,Tord Lundstrom,lundsto01
8447563,Jeff Harding,hardije01
8447571,Tim Harrer,harreti01
8447974,Lou Nanne,nannelo01
8447551,Richie Hansen,hanseri01
8447549,Barry MacKenzie,mackeba01
8447977,Ralph Nattrass,nattrra01
8447975,Paul Houck,houckpa01
8447979,Bill Houlder,houldbi01
8447553,Ronald Hansis
8447560,Bill MacKenzie,mackebi01
8447530,Pat Lundy,lundypa01
8447980,Ed Hospodar,hospoed01
8447970,Randy Murray,murrara01
8447967,Jim Murray,murraji01
8447284,Roger Lafreniere,lafrero01
8447500,Ted Lindsay,lindste01
8447467,Gaston Leroux,lerouga01
8447999,Mike Neville,nevilmi01
8447512,Stan Long,longst01
8447506,Ron Handy,handyro01
8447496,Ted Hampson,hampste01
8447509,Jacques Locas,locasja02
8447494,Inge Hammarstrom
8447517,Clem Loughlin,loughcl01
8447414,Richard Grenier,greniri01
8447251,Murray Kuntz,kuntzmu01
8447969,Leo Murray,murrale01
8447519,Norm Lowe
8447520,Ross Lowe,lowero01
8447437,Kevan Guy,guyke01
8447521,Fred Lowrey,lowrefr01
8447372,Bobby Lee,leebo01
8447419,Bobby Guindon,guindbo01
8447176,Curt Giles,gilescu01
8447518,Wilf Loughlin,loughwi01
8447522,Ed Lowrey,lowreed01
8447523,Gerry Lowrey,lowrege01
8447976,Rich Nantais,nantari01
8447527,Len Lunde,lundele01
8447458,Bob Halkidis,halkibo01
8447465,Hec Lepine,lepinhe01
8447445,Bill Hajt,hajtbi01
8447362,Rene Leclerc,leclere01
8447369,Francois Guay
8447374,Roger Leger,legerro01
8447501,Carl Liscombe,liscoca01
8447513,Jim Lorentz,lorenji01
8447684,Alan Haworth,haworal01
8447511,Norm Locking,lockino01
8447687,Dominik Hasek
8447666,Gerry Hart,hartge01
8447680,Kevin Hatcher,hatchke01
8447673,Mike Hartman,hartmmi01
8447672,Rick McCann,mccanri01
8447676,Tom McCarthy,mccarto01
8447677,Douglas Harvey
8447508,Al Hangsleben,hangsal01
8447671,Eddie McCalmon,mccaled01
8447674,Thomas McCarthy,mccarth01
8447440,Marc Habscheid,habscma01
8447377,Edward Leier,leiered01
8447685,Dale Hawerchuk,hawerda01
8447375,Randy Legge,leggera01
8447683,Neil Hawryliw,hawryne01
8447797,Jack McLean,mcleaja01
8447765,Moylan McDonnell,mcdonmo01
8447811,Paul Higgins,higgipa01
8447810,Max McNab,mcnabma01
8447376,Henry Lehvonen,lehvohe01
8447792,Don McKenney,mckendo01
8447346,Pat Graham,grahapa01
8447795,John McKinnon,mckinjo01
8447800,Glenn Hicks,hicksgl01
8447764,Terry McDonald,mcdonte01
8447794,Alex McKinnon,mckinal01
8447497,Rick Hampton,hamptri01
8447998,Eric Nesterenko,nesteer01
8447505,Glen Hanlon,hanlogl01
8447516,Rod Lorrain,lorraro01
8447463,Taylor Hall,hallta01
8447502,Ed Litzenberger,litzeed01
8447515,Dave Hannan,hannada01
8447446,Steven Hakala
8447350,Tony Granato,granato01
8447459,Dean Hall
8447444,Roger Hagglund
8447443,David Hainsworth
8447439,Len Hachborn,hachble01
8447441,Matti Hagman,hagmama01
8447595,Phil Maloney,malonph01
8447603,Ray Manson,mansora01
8447546,Murdo MacKay,mackamu01
8447796,Fred McLean,mcleafr01
8447774,Dennis Hextall,hextade01
8447602,Rennison Manners,mannere01
8447775,Ron Hextall,hextaro01
8447819,Al Hill,hillal01
8447452,Jean Lemieux,lemieje01
8447658,Billy Harris,harribi01
8447772,Irv McGibbon,mcgibir01
8447773,Jack McGill,mcgilja01
8447619,Gary Marsh,marshga01
8447779,Mickey McGuire,mcguimi01
8447618,Mark Marquess,marquma01
8447524,Dave Lucas,lucasda01
8447729,Peter Helander,helanpe01
8447725,Rick Heinz,heinzri01
8447732,Raimo Helminen,helmira01
8447777,Jack McGill,mcgilja01
8447771,Gord McFarlane,mcfargo01
8447701,Brian Hayward,haywabr01
8447733,Archie Henderson,hendear01
8447809,Sammy McManus,mcmansa01
8447699,Rick Hayward,haywari01
8447808,Bob McManama,mcmanbo01
8447799,Rollie McLenahan,mclenro01
8447730,Paul Henderson,hendepa01
8447812,Tim Higgins,higgiti01
8447805,Andre Hidi,hidian01
8447803,Jackie McLeod,mcleoja01
8447802,Al McLeod,mcleoal01
8447801,Doug Hicks,hicksdo01
8447804,Mike McMahon,mcmahmi01
8447491,Clark Hamilton
8447807,"Mike McMahon, Jr."
8447798,John McLellan,mcleljo01
8447604,Georges Mantha,manthge01
8447554,Keith Hanson,hansoke01
8447607,Bud Maracle,maracbu01
8447525,Bernie Lukowich,lukowbe01
8447547,Fleming MacKell
8447597,Tom Manastersky,manasto01
8447482,Jean Hamel,hamelje01
8447434,Peter Gustavsson,gustape01
8447481,Doug Halward,halwado01
8447483,Pierre Hamel,hamelpi01
8447477,Kevin Haller,halleke01
8447476,Doug Lewis,lewisdo01
8447479,Mats Hallin,hallima01
8447711,Dennis McCord,mccorde01
8447431,Stanley Gulutzan
8447600,Ken Mann,mannke01
8447598,Gus Mancuso,mancugu01
8447589,Jim Mair,mairji01
8447637,Joe Matte,mattejo01
8447632,Paul Masnick,masnipa01
8447635,Bill Masterton,mastebi01
8447599,Jack Mann,mannja01
8447601,Norm Mann,mannno01
8447661,Stephen Harrison
8447592,Wayne Maki,makiwa01
8447655,Bert McCaffrey,mccafbe01
8447606,Sylvio Mantha,manthsy01
8447646,Sam McAdam,mcadasa01
8447615,Jack Markle,marklja01
8447621,Willie Marshall,marshwi01
8447633,Charlie Mason
8447667,Craig Hartsburg,hartscr01
8447616,Jack Marks,marksja01
8447620,Donnie Marshall
8447638,Joe Matte,mattejo01
8447596,Ray Maluta,malutra01
8447657,Dunc McCallum,mccaldu01
8447643,Wally Maxwell,maxwewa01
8447652,Cliff McBride,mcbricl01
8447641,Johnny Matz,matzjo01
8447631,Don Martineau,martido01
8447588,Frank Mailley,maillfr01
8447608,Milan Marcetta,marcemi01
8447648,Ted McAneeley,mcanete01
8447663,Paul Harrison,harripa01
8447806,Uli Hiemer,hiemeul01
8447647,Hazen McAndrew,mcandha01
8447651,George McAvoy,mcavoge01
8447609,Mush March,marchmu01
8447580,Al MacNeil,macneal01
8447696,Peter Hayek,hayekpe01
8447583,John Harrington
8447623,Clare Martin,marticl01
8447769,Jim McFadden,mcfadji01
8447584,Ralph MacSweyn,macswra01
8447642,Wayne Maxner,maxnewa01
8447503,Mark Hamway,hamwama01
8447466,Pit Lepine,lepinpi01
8447703,Steve Hazlett,hazlest01
8447717,Bill McCreary Sr.
8447624,Frank Martin,martifr01
8447768,Jim McElmury,mcelmji01
8447645,Eddie Mazur,mazured01
8447716,John McCormack,mccorjo01
8447710,Bob McCord,mccorbo01
8447713,Clay Hebenton,hebencl01
8447724,John McCreedy,mccrejo01
8447770,Don McFadyen,mcfaddo01
8447447,Richard Hajdu,hajduri01
8447450,David Haas,haasda01
8447721,Robert Hehir
8447709,Glenn Healy,healygl01
8447707,Mark Heaslip,heaslma01
8447179,Brian Kilrea,kilrebr01
8447575,Howie Mackie,mackiho01
8447767,Al McDonough,mcdonal01
8447718,Keith McCreary,mccreke01
8447719,Mike Heidt,heidtmi01
8447469,Jack Leswick,leswija01
8447715,Guy Hebert,hebergu01
8447183,Wally Kilrea,kilrewa01
8447690,Greg Hawgood,hawgogr01
8447361,Jack LeClair
8447363,Alexei Gusarov,gusaral01
8447714,Anders Hedberg,hedbean01
8447695,Ted McCaskill,mccaste01
8447691,Walt McCartney,mccarwa01
8447693,Todd Hawkins,hawkito01
8447754,Yves Heroux,herouyv01
8447756,Matthew Block
8447757,Bob Hess,hessbo01
8447913,Murray Murdoch,murdomu01
8447909,Dan Hodgson,hodgsda01
8447907,Harry Mummery,mummeha01
8447902,Bill Mosienko,mosiebi01
8447435,Paul Guay,guaypa01
8447708,Randy Heath,heathra01
8447498,Gord Hampson,hampsgo01
8447654,Stan McCabe,mccabst01
8447664,Jim Harrison,harriji01
8447649,Jud McAtee,mcateju01
8447614,Gus Marker,markegu01
8447630,Brian Glynn,glynnbr01
8447582,Bud MacPherson,macphbu01
8447429,Bengt-Ake Gustafsson
8447656,Doug McCaig,mccaido01
8447650,Norm McAtee,mcateno01
8447628,Ron Martin,martiro01
8447627,Pit Martin,martipi01
8447653,Jim McBurney,mcburji01
8447617,Gilles Marotte,marotgi01
8447629,Tom Martin,martito01
8447472,Joe Levandoski,levanjo01
8447470,Pete Leswick,leswipe01
8447474,Danny Lewicki,lewicda01
8447473,Alex Levinsky,levinal01
8447468,Art Lesieur,lesiear01
8447786,Jack McIntyre,mcintja01
8447471,Tony Leswick,leswito01
8447780,Bert McInenly,mcinebe01
8447783,Paul McIntosh,mcintpa01
8447785,Greg Hickey,hickegr01
8447778,Sandy McGregor,mcgresa01
8447782,Ernie Hicke,hickeer01
8447790,Pat Hickey,hickepa01
8447787,Larry McIntyre,mcintla01
8447793,Brian McKenzie,mckenbr01
8447739,Bob McCulley,mcculbo01
8447788,Doug McKay,mckaydo01
8447789,Ian McKegney,mckegia01
8447781,Bruce McIntosh,mcintbr01
8447791,Jack MacKell
8447737,Jim McCrimmon,mccriji01
8447741,Duke McCurry,mccurdu01
8447742,Brian McCutcheon,mccutbr01
8447743,Bill McDonagh,mcdonbi01
8447740,Lorne Henning,hennilo01
8447573,Reg Mackey,mackere01
8447744,Ab McDonald,mcdonab01
8447747,Butch McDonald,mcdonbu02
8447745,Brian McDonald,mcdonbr01
8447746,Bucko McDonald,mcdonbu01
8447570,Scott Harlow,harlosc01
8447753,Alan Hepple,hepplal01
8447748,Dale Henry,henryda01
8447761,Jack McDonald,mcdonja01
8447755,Denis Herron,herrode01
8447282,Adie Lafrance,lafraad01
8447763,Bob McDonald
8447762,Jack McDonald,mcdonja01
8447268,Brent Gogol
8447610,Brian Marchinko,marchbr01
8447613,John Mariucci,mariujo01
8447636,Frank Mathers,mathefr01
8447639,Dick Mattiussi,mattidi01
8447611,Lou Marcon,marcolo01
8447997,Gordie Nelson,nelsogo01
8447593,Cliff Malone,maloncl01
8447591,Chico Maki,makich01
8447590,Fern Majeau,majeafe01
8447587,John Mahaffy,mahafjo01
8447644,Shep Mayer,mayersh01
8447626,Jack Martin,martija01
8447585,Connie Madigan,madigco01
8447581,Bernie MacNeil,macnebe01
8447438,Ari Haanpaa
8447612,Frank Mario,mariofr01
8447177,Brent Gilchrist,gilchbr01
8447594,Joe Malone,malonjo01
8447634,George Massecar,massege01
8447577,Billy MacMillan,macmibi01
8447579,John MacMillan,macmijo01
8447245,Eddy Godin,godined01
8448091,Brett Hull,hullbr01
8448093,Craig Patrick,patricr01
8448101,Rollie Paulhus,paulhro01
8448092,Jody Hull,hulljo01
8448103,Marty Pavelich,pavelma01
8448094,Glenn Patrick,patrigl01
8448096,Lynn Patrick,patrily01
8448097,Muzz Patrick,patrimu01
8448095,Lester Patrick,patrile01
8448098,George Patterson,pattege01
8448099,Butch Paul,paulbu01
8448121,Mel Pearson,pearsme01
8448124,Al Iafrate,iafraal01
8448122,Bert Peer,peerbe01
8448119,Evariste Payer,payerev01
8448153,Gerry Pinder,pindege01
8448105,Bart Hunter
8448147,Noel Picard,picarno01
8448128,Johnny Peirson,peirsjo01
8448155,Barclay Plager,plageba01
8448152,Pierre Pilote,pilotpi01
8448151,Alf Pike,pikeal01
8448154,Didier Pitre,pitredi01
8448125,Peter Ihnacak
8448118,Tim Hunter,hunteti01
8448144,Earl Ingarfield,ingarea01
8448156,Bob Plager,plagebo01
8448148,Roger Picard,picarro01
8448123,Miroslav Ihnacak
8448129,Roger Pelletier,pellero01
8448150,Harry Pidhirny,pidhiha01
8448158,Gerry Plamondon,plamoge01
8448157,Bill Plager,plagebi01
8448149,Hal Picketts,pickeha01
8448159,Hugh Plaxton,plaxthu01
8448253,Hannu Jarvenpaa
8448258,Terry Reardon,reardte01
8448267,Paul Jerrard,jerrapa01
8448248,Jake Rathwell,rathwja01
8448254,Doug Jarvis,jarvido01
8448259,Marc Reaume,reaumma01
8448250,Armand Raymond,raymoar01
8448251,Paul Raymond,raymopa01
8448257,Ken Reardon,reardke01
8448256,Mel Read,readme01
8448263,Randy Jaycock
8448163,Nels Podolsky,podolne01
8448265,Arto Javanainen,javanar01
8448262,Billy Reay,reaybi01
8448000,Gordie Howe,howego01
8448058,Dennis Olson,olsonde01
8448031,Simon Nolet,noletsi01
8448055,Harry Oliver,oliveha01
8448052,George O'Grady,ogradge01
8448056,Murray Oliver,olivemu01
8448029,Jiri Hrdina
8448026,Tim Hrynewich,hryneti01
8448059,Paul O'Neil,oneilpa01
8448041,Ellard O'Brien,obrieel01
8448062,Tom O'Neill,oneilto01
8448057,Bert Olmstead,olmstbe01
8448014,Jim Hrivnak,hrivnji01
8448038,Charlie Huddy,huddych01
8448019,Dave Hoyda,hoydada01
8448024,Greg Hubick,hubicgr01
8448015,Don Howse,howsedo01
8448025,Willie Huber,huberwi01
8448034,Baldy Northcott,northba01
8448053,Brent Hughes,hughebr01
8448001,Bob Nevin,nevinbo01
8448003,Rick Newell,newelri01
8448017,Tony Hrkac,hrkacto01
8448050,Gerry O'Flaherty,oflahge01
8448012,Lou Nistico,nistilo01
8448016,Scott Howson,howsosc01
8448067,Randy Osburn,osburra01
8448066,Jimmy Orlando,orlanji01
8448030,Paddy Nolan,nolanpa01
8448069,Kevin O'Shea,osheake01
8448032,Joe Noris,norisjo01
8448035,Hank Nowak,nowakha01
8448081,Aldo Palazzari,palazal01
8448063,Bill Orban,orbanbi01
8448020,Kelly Hrudey,hrudeke01
8448037,Mike Nykoluk,nykolmi01
8448033,Rod Norrish,norriro01
8448061,Jim O'Neil,oneilji01
8448078,George Owen,owenge01
8448083,Ed Panagabko,panaged01
8448077,Gerry Ouellette,ouellge01
8448002,Mark Howe,howema02
8448049,Gerry Odrowski,odrowge01
8448046,Mike Hudson,hudsomi01
8448045,Lex Hudson,hudsole01
8448043,Fred O'Donnell,odonnfr01
8448064,Willie O'Ree,oreewi01
8448088,George Parsons,parsoge01
8448047,Don O'Donoghue,odonodo01
8448004,John Newman,newmajo01
8448042,Buddy O'Connor,oconnbu01
8448006,Al Nicholson,nichoal01
8448068,Danny O'Shea,osheada01
8448075,Pat Hughes,hughepa01
8448076,Eddie Ouellette,ouelled01
8448070,John Hughes,hughejo01
8448087,Ernie Parkes,parkeer01
8448071,Jack Hughes,hugheja04
8448048,Kerry Huffman,huffmke01
8448085,Jim Pappin,pappiji01
8448011,Frank Nighbor,nighbfr01
8448079,Rosaire Paiement,paiemro01
8448009,Paul Nicholson,nichopa01
8448040,Dennis O'Brien,obriede01
8448065,George Hughes
8448084,Joe Papike,papikjo01
8448086,George Pargeter,pargege01
8448008,Hickey Nicholson,nichohi01
8448082,Rob Palmer,palmero01
8448007,Ed Nicholson,nichoed01
8448080,Pete Palangio,palanpe01
8448013,Reg Noble,noblere01
8448010,Jim Niekamp,niekaji01
8448051,Peanuts O'Flaherty,oflahpe01
8448139,Gord Pettinger,pettigo01
8448133,Brian Perry,perrybr01
8448132,Fern Perreault,perrefe01
8448131,Cliff Pennington,pennicl01
8448117,Dale Hunter,hunteda02
8448106,Mark Hunter,huntema01
8448142,Peter Ing,ingpe01
8448286,Glenn Johannesen,johangl01
8448137,Jimmy Peters,peterji01
8448285,Trevor Johansen,johantr01
8448104,Jamie Huscroft,huscrja01
8448138,Eric Pettinger,pettier01
8448136,Jimmy Peters,peterji01
8448275,Al Jensen,jenseal01
8448288,John Johannson,johanjo01
8448327,Bernie Johnston,johnsbe01
8448283,Rick Jodzio,jodziri01
8448260,Wes Jarvis,jarviwe01
8448320,Henri Richard,richahe01
8448322,Dave Richardson,richada01
8448255,Iiro Jarvi
8448315,Leo Reise Sr.
8448274,David Jensen,jenseda02
8448321,Maurice Richard,richama01
8448277,Steve Jensen,jensest01
8448141,Merlyn Phillips,phillme01
8448171,Gordie Poirier,poirigo01
8448317,Leo Reise Jr.
8448314,Ollie Reinikka,reiniol01
8448145,Charlie Phillips,phillch01
8448167,Bud Poile,poilebu01
8448173,Tom Polanic,polanto01
8448179,Jack Portland,portlja01
8448176,Dan Poliziani,polizda01
8448307,Dave Reid,reidda01
8448297,George Redding,reddige01
8448369,Yvan Joly,jolyyv01
8448273,Dean Jenkins,jenkide01
8448272,David Jensen,jenseda02
8448170,Randy Ireland,irelara01
8448308,Gerry Reid,reidge01
8448310,Reg Reid,reidre01
8448304,Mark Johnson,johnsma02
8448309,Gord Reid,reidgo01
8448189,Kelly Pratt,prattke01
8448371,Doug Robinson,robindo01
8448178,Poul Popiel,popiepo01
8448164,Tony Poeta,poetato01
8448177,Larry Popein,popeila01
8448183,Randall Irving
8448311,Tom Reid,reidto01
8448174,Johnny Polich
8448366,Bradley Jones
8448226,Al Pudas,pudasal01
8448219,Bob Janecyk,janecbo01
8448249,Matt Ravlich,ravlima01
8448224,Robert Jansch
8448231,Fido Purpur,purpufi01
8448229,Dave Pulkkinen,pulkkda01
8448188,Jack Pratt,prattja01
8448218,Steve Janaszek
8448233,Jean Pusie,pusieje01
8448223,Metro Prystai,prystme01
8448222,Craig Janney,jannecr01
8448225,Mark Janssens,janssma01
8448235,Bill Quackenbush,quackbi01
8448197,Joe Primeau,primejo01
8448202,Jim Jackson,jacksji01
8448204,Jeff Jackson,jacksje01
8448195,Kim Issel,isselki01
8448203,Kari Jalonen,jalonka01
8448162,Billy Inglis,inglibi01
8448193,Jack Price,priceja01
8448201,Don Jackson,jacksdo02
8448227,Bob Pulford,pulfobo01
8448039,Russell Oatman,oatmaru01
8448295,Gord Redahl,redahgo01
8448005,Marty Howe,howema01
8448134,Frank Peters,peterfr01
8448116,Dave Hunter,hunteda01
8448135,Garry Peters,peterga01
8448140,Bill Phillips,phillbi01
8448788,Glen Sather,sathegl01
8448387,Timo Jutila,jutilti01
8448438,Larry Romanchych,romanla01
8448326,Eddie Johnstone,johnsed02
8448289,Brian Johnson,johnsbr01
8448331,Jack Riley,rileyja01
8448406,Mark Kachowski,kachoma01
8448381,Anthony Joseph
8448411,Steve Kasper,kaspest01
8448410,Doug Keans,keansdo01
8448364,Stan Jonathan,jonatst01
8448435,John Paul Kelly,kellyjo01
8448428,Harvey Rockburn,rockbha01
8448805,Mario Lessard,lessama01
8448426,Christer Kellgren,kellgch01
8448773,Alain Lemieux,lemieal01
8448815,Dan Lerg
8448758,Moe Lemay,lemaymo01
8448433,John Rogers,rogerjo01
8448421,Des Roche,rochede01
8448474,Veli-Pekka Ketola,ketolve01
8448763,Edward Lee,leeed01
8448476,Brant Kiessing
8448469,Reg Kerr,kerrre01
8448422,Jarmo Kekalainen
8448471,Tim Kerr,kerrti01
8448479,Ian Kidd,kiddia01
8448473,Roy Kerling
8448463,Rolly Roulston,roulsro01
8448534,John Kordic,kordijo01
8448459,Roly Rossignol,rossiro01
8448455,Sheldon Kennedy,kennesh01
8448468,Dave Keon,keonda01
8448462,Sam Rothschild,rothssa01
8448458,Jim Ross,rossji01
8448537,Rick Kosti
8448464,Bobby Rousseau,roussbo01
8448456,Art Ross,rossar01
8448786,Dick Sarrazin,sarradi01
8448769,Brian Leetch,leetcbr01
8448813,Andre Lepage
8448814,Stephen Letzgus
8448987,Pat MacLeod,maclepa02
8448821,Robert Logan,loganro01
8448761,Daniel Lempe
8448811,Dave Lewis,lewisda02
8448292,Roger Johansson,johanro01
8448130,Mike Pelyk,pelykmi01
